geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_state,geolocation_city,geometry
9619,-23.66583643434326,-46.56447349124348,sp,sao bernardo do campo,POINT (-46.56447349124348 -23.66583643434326)
9620,-23.66713945077826,-46.57045697896809,sp,sao bernardo do campo,POINT (-46.57045697896809 -23.66713945077826)
9621,-23.664615445009662,-46.571680231775645,sp,sao bernardo do campo,POINT (-46.57168023177564 -23.66461544500967)
9623,-23.66087241623533,-46.57254297098572,sp,sao bernardo do campo,POINT (-46.57254297098572 -23.66087241623534)
9624,-23.656212229743875,-46.57377250031629,sp,sao bernardo do campo,POINT (-46.57377250031629 -23.65621222974388)
9625,-23.66109034652968,-46.56669030628886,sp,sao bernardo do campo,POINT (-46.56669030628886 -23.66109034652968)
9626,-23.65793037289792,-46.57001708578379,sp,sao bernardo do campo,POINT (-46.57001708578379 -23.65793037289792)
9627,-23.658316469386005,-46.56631829437865,sp,sao bernardo do campo,POINT (-46.56631829437865 -23.658316469386)
9628,-23.66130475506377,-46.564296407294165,sp,sao bernardo do campo,POINT (-46.56429640729417 -23.66130475506377)
9629,-23.656709907179263,-46.56723401812807,sp,sao bernardo do campo,POINT (-46.56723401812807 -23.65670990717927)
9631,-23.6589455364648,-46.56199112446138,sp,sao bernardo do campo,POINT (-46.56199112446138 -23.6589455364648)
9632,-23.65431070600884,-46.56562201958857,sp,sao bernardo do campo,POINT (-46.56562201958857 -23.65431070600884)
9633,-23.65433722251101,-46.56720926554255,sp,sao bernardo do campo,POINT (-46.56720926554255 -23.65433722251101)
9634,-23.652578889833173,-46.56911296769077,sp,sao bernardo do campo,POINT (-46.56911296769077 -23.65257888983317)
9635,-23.661686973091967,-46.56555990420883,sp,sao bernardo do campo,POINT (-46.56555990420883 -23.66168697309197)
9636,-23.65222654150357,-46.574441179188376,sp,sao bernardo do campo,POINT (-46.57444117918838 -23.65222654150357)
9637,-23.65242746282808,-46.57422435104437,sp,sao bernardo do campo,POINT (-46.57422435104437 -23.65242746282808)
9639,-23.646889321568302,-46.58020655386782,sp,sao bernardo do campo,POINT (-46.58020655386782 -23.6468893215683)
9640,-23.656628837404305,-46.57486862673152,sp,sao bernardo do campo,POINT (-46.57486862673152 -23.6566288374043)
9641,-23.655716300509,-46.576820362105686,sp,sao bernardo do campo,POINT (-46.57682036210569 -23.655716300509)
9642,-23.649049304455048,-46.57660648950891,sp,sao bernardo do campo,POINT (-46.57660648950891 -23.64904930445505)
9651,-23.658350253818742,-46.58023068899425,sp,sao bernardo do campo,POINT (-46.58023068899425 -23.65835025381874)
9655,-23.65548184759508,-46.594601003259314,sp,sao bernardo do campo,POINT (-46.59460100325931 -23.65548184759508)
9656,-23.65996077224967,-46.60435873946345,sp,sao bernardo do campo,POINT (-46.60435873946345 -23.65996077224967)
9657,-23.666908020826625,-46.60932320706501,sp,sao bernardo do campo,POINT (-46.60932320706501 -23.66690802082663)
9660,-23.655243172260416,-46.59407142026201,sp,sao bernardo do campo,POINT (-46.59407142026201 -23.65524317226042)
9661,-23.660864966338345,-46.59644061310163,sp,sao bernardo do campo,POINT (-46.59644061310163 -23.66086496633834)
9662,-23.66084401835897,-46.59942123350074,sp,sao bernardo do campo,POINT (-46.59942123350074 -23.66084401835897)
9663,-23.655720170033256,-46.59858235411507,sp,sao bernardo do campo,POINT (-46.59858235411507 -23.65572017003326)
9664,-23.658375841125466,-46.60461841761926,sp,sao bernardo do campo,POINT (-46.60461841761926 -23.65837584112546)
9665,-23.65882029775716,-46.60882817962181,sp,sao bernardo do campo,POINT (-46.60882817962181 -23.65882029775716)
9666,-23.659009237227743,-46.60663437737783,sp,sao bernardo do campo,POINT (-46.60663437737783 -23.65900923722774)
9667,-23.66162625094408,-46.608818108336735,sp,sao bernardo do campo,POINT (-46.60881810833673 -23.66162625094408)
9668,-23.66260216817041,-46.61213718089103,sp,sao bernardo do campo,POINT (-46.61213718089103 -23.66260216817041)
9669,-23.662435827373987,-46.60776237256183,sp,sao bernardo do campo,POINT (-46.60776237256183 -23.66243582737399)
9670,-23.66179428327933,-46.60434708088823,sp,sao bernardo do campo,POINT (-46.60434708088822 -23.66179428327933)
9671,-23.664479629322724,-46.60605653702866,sp,sao bernardo do campo,POINT (-46.60605653702866 -23.66447962932272)
9672,-23.660708949930896,-46.60237428797259,sp,sao bernardo do campo,POINT (-46.60237428797259 -23.6607089499309)
9680,-23.66460164102505,-46.58159516068183,sp,sao bernardo do campo,POINT (-46.58159516068183 -23.66460164102505)
9682,-23.66773038286052,-46.59756728709756,sp,sao bernardo do campo,POINT (-46.59756728709756 -23.66773038286052)
9683,-23.66779559236273,-46.59624612117639,sp,sao bernardo do campo,POINT (-46.59624612117639 -23.66779559236273)
9684,-23.66685619523611,-46.59433391083228,sp,sao bernardo do campo,POINT (-46.59433391083228 -23.66685619523611)
9685,-23.66519907067127,-46.59231940089957,sp,sao bernardo do campo,POINT (-46.59231940089957 -23.66519907067127)
9686,-23.66887007619676,-46.59314396176752,sp,sao bernardo do campo,POINT (-46.59314396176752 -23.66887007619676)
9687,-23.673393633424453,-46.59524050907028,sp,sao bernardo do campo,POINT (-46.59524050907028 -23.67339363342445)
9688,-23.67262177403052,-46.59262644383219,sp,sao bernardo do campo,POINT (-46.59262644383219 -23.67262177403052)
9689,-23.66836515490696,-46.591484465429794,sp,sao bernardo do campo,POINT (-46.59148446542979 -23.66836515490696)
9690,-23.67512052046353,-46.59061531395742,sp,sao bernardo do campo,POINT (-46.59061531395742 -23.67512052046353)
9691,-23.669855509401177,-46.589828905516704,sp,sao bernardo do campo,POINT (-46.5898289055167 -23.66985550940118)
9692,-23.66841020702516,-46.58768806352214,sp,sao bernardo do campo,POINT (-46.58768806352214 -23.66841020702516)
9693,-23.665241464908604,-46.58843649949076,sp,sao bernardo do campo,POINT (-46.58843649949076 -23.6652414649086)
9694,-23.67103703273756,-46.58101836536064,sp,sao bernardo do campo,POINT (-46.58101836536063 -23.67103703273756)
9695,-23.6728054734583,-46.57212234865132,sp,sao bernardo do campo,POINT (-46.57212234865132 -23.6728054734583)
9696,-23.67486999999994,-46.55761999999999,sp,sao bernardo do campo,POINT (-46.55761999999999 -23.67486999999994)
9710,-23.710466484131672,-46.548939650481294,sp,sao bernardo do campo,POINT (-46.54893965048129 -23.71046648413167)
9715,-23.71565592288304,-46.54574782914775,sp,sao bernardo do campo,POINT (-46.54574782914775 -23.71565592288303)
9720,-23.71560389581901,-46.5540847126564,sp,sao bernardo do campo,POINT (-46.5540847126564 -23.71560389581901)
9721,-23.719645866039087,-46.54752546385538,sp,sao bernardo do campo,POINT (-46.54752546385538 -23.71964586603909)
9725,-23.7063160180378,-46.556956230405845,sp,sao bernardo do campo,POINT (-46.55695623040585 -23.70631601803779)
9726,-23.68807971060781,-46.56182137843302,sp,sao bernardo do campo,POINT (-46.56182137843302 -23.68807971060781)
9732,-23.68238569130247,-46.56105342253517,sp,sao bernardo do campo,POINT (-46.56105342253517 -23.68238569130247)
9750,-23.688118958076767,-46.55322175065388,sp,sao bernardo do campo,POINT (-46.55322175065388 -23.68811895807677)
9751,-23.691384626217896,-46.54373229668177,sp,sao bernardo do campo,POINT (-46.54373229668177 -23.6913846262179)
9760,-23.699068218670817,-46.54219694026367,sp,sao bernardo do campo,POINT (-46.54219694026366 -23.69906821867082)
9761,-23.708765360343428,-46.5282179669019,sp,sao bernardo do campo,POINT (-46.5282179669019 -23.70876536034343)
9762,-23.70620528140996,-46.52050115474516,sp,sao bernardo do campo,POINT (-46.52050115474515 -23.70620528140996)
9765,-23.70749663308937,-46.53390666913495,sp,sao bernardo do campo,POINT (-46.53390666913495 -23.70749663308937)
9770,-23.708332988775936,-46.54304093397285,sp,sao bernardo do campo,POINT (-46.54304093397285 -23.70833298877594)
9771,-23.703914664846963,-46.54294064122098,sp,sao bernardo do campo,POINT (-46.54294064122098 -23.70391466484696)
9772,-23.712983543715765,-46.53961826293497,sp,sao bernardo do campo,POINT (-46.53961826293497 -23.71298354371577)
9780,-23.71504959465715,-46.537268208377945,sp,sao bernardo do campo,POINT (-46.53726820837795 -23.71504959465715)
9780,-23.71504959465715,-46.537268208377945,sp,sao caetano do sul,POINT (-46.53726820837795 -23.71504959465715)
9780,-23.71504959465715,-46.537268208377945,sp,sbcampo,POINT (-46.53726820837795 -23.71504959465715)
9781,-23.7251428867405,-46.53423288763666,sp,sao bernardo do campo,POINT (-46.53423288763666 -23.7251428867405)
9782,-23.728387803688896,-46.537073397828735,sp,sao bernardo do campo,POINT (-46.53707339782873 -23.7283878036889)
9783,-23.723041140827767,-46.529164332093046,sp,sao bernardo do campo,POINT (-46.52916433209305 -23.72304114082777)
9784,-23.71787128505165,-46.524917595869965,sp,sao bernardo do campo,POINT (-46.52491759586997 -23.71787128505165)
9785,-23.709470844712847,-46.54088179049874,sp,sao bernardo do campo,POINT (-46.54088179049874 -23.70947084471285)
9790,-23.72799221530055,-46.54284778999086,sp,sao bernardo do campo,POINT (-46.54284778999086 -23.72799221530055)
9791,-23.74086261146305,-46.53189666316326,sp,sao bernardo do campo,POINT (-46.53189666316326 -23.74086261146305)
9792,-23.74451038720957,-46.54078887232144,sp,sao bernardo do campo,POINT (-46.54078887232144 -23.74451038720957)
9810,-23.719576291836965,-46.56475309248674,sp,sao bernardo do campo,POINT (-46.56475309248674 -23.71957629183697)
9811,-23.727016656204928,-46.56057269276538,sp,sao bernardo do campo,POINT (-46.56057269276538 -23.72701665620493)
9812,-23.72488504911053,-46.57041428870863,sp,sao bernardo do campo,POINT (-46.57041428870863 -23.72488504911053)
9820,-23.74089677212717,-46.55520335320264,sp,sao bernardo do campo,POINT (-46.55520335320264 -23.74089677212717)
9821,-23.75156759881336,-46.55710966033656,sp,sao bernardo do campo,POINT (-46.55710966033656 -23.75156759881336)
9822,-23.75978484673306,-46.54376717935721,sp,sao bernardo do campo,POINT (-46.54376717935721 -23.75978484673306)
9830,-23.79008690242336,-46.53776274305946,sp,sao bernardo do campo,POINT (-46.53776274305946 -23.79008690242336)
9831,-23.792495614905764,-46.540337602102205,sp,sao bernardo do campo,POINT (-46.54033760210221 -23.79249561490576)
9832,-23.77680454764223,-46.51538272042317,sp,sao bernardo do campo,POINT (-46.51538272042317 -23.77680454764223)
9834,-23.805185260686937,-46.442695089812574,sp,sao bernardo do campo,POINT (-46.44269508981257 -23.80518526068694)
9835,-23.83036988523655,-46.58709203081105,sp,sao bernardo do campo,POINT (-46.58709203081105 -23.83036988523655)
9836,-23.806881,-46.61753680716602,sp,sao bernardo do campo,POINT (-46.61753680716602 -23.806881)
9837,-23.82166207004236,-46.56666202847232,sp,sao bernardo do campo,POINT (-46.56666202847232 -23.82166207004236)
9838,-23.843276192986213,-46.56423455654165,sp,sao bernardo do campo,POINT (-46.56423455654165 -23.84327619298621)
9840,-23.73782689631229,-46.57487165420059,sp,sao bernardo do campo,POINT (-46.57487165420059 -23.73782689631229)
9841,-23.737476726851742,-46.57577622440744,sp,sao bernardo do campo,POINT (-46.57577622440743 -23.73747672685174)
9842,-23.753745460203827,-46.59114822278005,sp,sao bernardo do campo,POINT (-46.59114822278005 -23.75374546020383)
9843,-23.770321825801567,-46.59475979127356,sp,sao bernardo do campo,POINT (-46.59475979127356 -23.77032182580157)
9844,-23.7580269311569,-46.577399402985954,sp,sao bernardo do campo,POINT (-46.57739940298595 -23.7580269311569)
9845,-23.74202763706429,-46.571903585465584,sp,sao bernardo do campo,POINT (-46.57190358546558 -23.74202763706429)
9846,-23.735135589141112,-46.57578753274095,sp,sao bernardo do campo,POINT (-46.57578753274095 -23.73513558914111)
9847,-23.75544375456408,-46.58484967316456,sp,sao bernardo do campo,POINT (-46.58484967316456 -23.75544375456408)
9850,-23.72523110437849,-46.582035021221365,sp,sao bernardo do campo,POINT (-46.58203502122137 -23.72523110437849)
9851,-23.71528473952517,-46.59045718465917,sp,sao bernardo do campo,POINT (-46.59045718465917 -23.71528473952517)
9852,-23.72924470454589,-46.59517054648574,sp,sao bernardo do campo,POINT (-46.59517054648574 -23.72924470454589)
9853,-23.738318909397083,-46.59447666790097,sp,sao bernardo do campo,POINT (-46.59447666790097 -23.73831890939708)
9854,-23.75303524441393,-46.59720950762009,sp,sao bernardo do campo,POINT (-46.59720950762009 -23.75303524441393)
9855,-23.73186504769614,-46.58917398288985,sp,sao bernardo do campo,POINT (-46.58917398288985 -23.73186504769614)
9856,-23.73391506363375,-46.60524801905268,sp,sao bernardo do campo,POINT (-46.60524801905268 -23.73391506363375)
9857,-23.74738670398052,-46.616826395106855,sp,sao bernardo do campo,POINT (-46.61682639510686 -23.74738670398052)
9860,-23.70769153477817,-46.57672275248883,sp,sao bernardo do campo,POINT (-46.57672275248883 -23.70769153477817)
9861,-23.707693503963565,-46.58133168735307,sp,sao bernardo do campo,POINT (-46.58133168735307 -23.70769350396357)
9862,-23.7011531130672,-46.58292897999653,sp,sao bernardo do campo,POINT (-46.58292897999653 -23.7011531130672)
9869,-23.7226447933144,-46.57386288954881,sp,sao bernardo do campo,POINT (-46.57386288954881 -23.7226447933144)
9890,-23.69476541149833,-46.568130798117934,sp,sao bernardo do campo,POINT (-46.56813079811793 -23.69476541149834)
9891,-23.68579801493024,-46.57089267384956,sp,sao bernardo do campo,POINT (-46.57089267384956 -23.68579801493024)
9892,-23.683099474120297,-46.57520551085803,sp,sao bernardo do campo,POINT (-46.57520551085803 -23.6830994741203)
9894,-23.677243371241502,-46.5764022074224,sp,sao bernardo do campo,POINT (-46.5764022074224 -23.6772433712415)
9895,-23.704427404926463,-46.57017710285872,sp,sao bernardo do campo,POINT (-46.57017710285872 -23.70442740492646)
9896,-23.7036193137157,-46.56388329504261,sp,sao bernardo do campo,POINT (-46.56388329504261 -23.7036193137157)
9910,-23.691342167014263,-46.62898847868135,sp,diadema,POINT (-46.62898847868135 -23.69134216701426)
9911,-23.689282735863,-46.61971483359875,sp,diadema,POINT (-46.61971483359875 -23.689282735863)
9912,-23.689612630008703,-46.61559771019247,sp,diadema,POINT (-46.61559771019247 -23.6896126300087)
9913,-23.68118390492665,-46.62999141490973,sp,diadema,POINT (-46.62999141490973 -23.68118390492665)
9914,-23.69070980716748,-46.63157101184055,sp,diadema,POINT (-46.63157101184055 -23.69070980716748)
9920,-23.68166159783416,-46.62333330778583,sp,diadema,POINT (-46.62333330778583 -23.68166159783416)
9921,-23.67978713159592,-46.61283983168333,sp,diadema,POINT (-46.61283983168333 -23.67978713159592)
9930,-23.67074871593256,-46.6167119322868,sp,diadema,POINT (-46.6167119322868 -23.67074871593255)
9931,-23.66666195673885,-46.62273946952799,sp,diadema,POINT (-46.62273946952799 -23.66666195673885)
9932,-23.665255092750805,-46.61635840709584,sp,diadema,POINT (-46.61635840709584 -23.6652550927508)
9940,-23.669053626639503,-46.60371996776109,sp,diadema,POINT (-46.60371996776109 -23.66905362663951)
9941,-23.678007352881654,-46.602978251015216,sp,diadema,POINT (-46.60297825101522 -23.67800735288165)
9942,-23.68269665998369,-46.598732277794575,sp,diadema,POINT (-46.59873227779457 -23.6826966599837)
9943,-23.67193444985505,-46.60044151520682,sp,diadema,POINT (-46.60044151520682 -23.67193444985505)
9950,-23.68353661861653,-46.58651864788763,sp,diadema,POINT (-46.58651864788763 -23.68353661861653)
9951,-23.68900621837341,-46.59093312082874,sp,diadema,POINT (-46.59093312082874 -23.68900621837341)
9952,-23.69218591072084,-46.59867493483721,sp,diadema,POINT (-46.59867493483721 -23.69218591072083)
9960,-23.6952322756869,-46.597599302951416,sp,diadema,POINT (-46.59759930295142 -23.6952322756869)
9961,-23.70246541299073,-46.59605157802388,sp,diadema,POINT (-46.59605157802388 -23.70246541299073)
9962,-23.70039585614809,-46.597954546759006,sp,diadema,POINT (-46.59795454675901 -23.70039585614809)
9963,-23.70482481149776,-46.59651774485365,sp,diadema,POINT (-46.59651774485365 -23.70482481149776)
9970,-23.71869029219052,-46.61150583646395,sp,diadema,POINT (-46.61150583646395 -23.71869029219052)
9971,-23.72584838470672,-46.62134728518871,sp,diadema,POINT (-46.6213472851887 -23.72584838470672)
9972,-23.72158413382707,-46.61906436172911,sp,diadema,POINT (-46.61906436172911 -23.72158413382707)
9973,-23.7178761215656,-46.61689252670497,sp,diadema,POINT (-46.61689252670497 -23.7178761215656)
9974,-23.71892407048948,-46.612105906778126,sp,diadema,POINT (-46.61210590677813 -23.71892407048948)
9980,-23.705515019214765,-46.611480223044126,sp,diadema,POINT (-46.61148022304413 -23.70551501921477)
9981,-23.706676831947785,-46.60862798351371,sp,diadema,POINT (-46.60862798351371 -23.70667683194779)
9990,-23.696727674576167,-46.61690818671133,sp,diadema,POINT (-46.61690818671133 -23.69672767457617)
9991,-23.695093827731007,-46.61223976767646,sp,diadema,POINT (-46.61223976767646 -23.69509382773101)
9992,-23.6998935419438,-46.62342624723545,sp,diadema,POINT (-46.62342624723545 -23.6998935419438)
9993,-23.70300043852044,-46.62159647392933,sp,diadema,POINT (-46.62159647392933 -23.70300043852043)
11010,-23.933572609891648,-46.32962527759821,sp,santos,POINT (-46.32962527759821 -23.93357260989165)
11013,-23.937701640508337,-46.32599744254459,sp,santos,POINT (-46.32599744254459 -23.93770164050834)
11015,-23.95315331127147,-46.31920772096948,sp,santos,POINT (-46.31920772096948 -23.95315331127147)
11020,-23.96845614795125,-46.305470073272346,sp,santos,POINT (-46.30547007327235 -23.96845614795126)
11025,-23.970493176810965,-46.3081952911414,sp,santos,POINT (-46.30819529114139 -23.97049317681097)
11030,-23.98485830470592,-46.30206995146367,sp,santos,POINT (-46.30206995146367 -23.98485830470591)
11031,-23.93304734722135,-46.32555732001267,sp,santos,POINT (-46.32555732001267 -23.93304734722135)
11035,-23.980419737383784,-46.30448134840116,sp,santos,POINT (-46.30448134840116 -23.98041973738378)
11040,-23.97231558492791,-46.31441392365002,sp,santos,POINT (-46.31441392365002 -23.97231558492791)
11045,-23.969746244887773,-46.32193882675136,sp,santos,POINT (-46.32193882675136 -23.96974624488777)
11050,-23.957512627903707,-46.32679999074164,sp,santos,POINT (-46.32679999074164 -23.95751262790371)
11055,-23.965733873195106,-46.32872174420308,sp,santos,POINT (-46.32872174420308 -23.96573387319511)
11060,-23.962573924300305,-46.33409872636013,sp,santos,POINT (-46.33409872636013 -23.9625739243003)
11065,-23.96522724354383,-46.34358134349832,sp,santos,POINT (-46.34358134349831 -23.96522724354383)
11070,-23.95674767368625,-46.34527196911746,sp,santos,POINT (-46.34527196911746 -23.95674767368625)
11075,-23.95460047631287,-46.3377311534732,sp,santos,POINT (-46.3377311534732 -23.95460047631287)
11080,-23.94444321016796,-46.35173472578567,sp,santos,POINT (-46.35173472578567 -23.94444321016796)
11081,-23.9347458763459,-46.34297478233758,sp,santos,POINT (-46.34297478233758 -23.9347458763459)
11082,-23.938905885968538,-46.33965586314025,sp,santos,POINT (-46.33965586314025 -23.93890588596854)
11085,-23.9378287823699,-46.35659153288517,sp,santos,POINT (-46.35659153288517 -23.9378287823699)
11086,-23.94518123794564,-46.374395821719865,sp,santos,POINT (-46.37439582171987 -23.94518123794564)
11087,-23.94615662014345,-46.37916708149343,sp,santos,POINT (-46.37916708149343 -23.94615662014345)
11088,-23.94091079817134,-46.384935389282745,sp,santos,POINT (-46.38493538928275 -23.94091079817134)
11089,-23.94019291018218,-46.36943044979018,sp,santos,POINT (-46.36943044979018 -23.94019291018218)
11090,-23.937199995920544,-46.3763524828186,sp,santos,POINT (-46.3763524828186 -23.93719999592054)
11095,-23.92726582155666,-46.37847494477223,sp,santos,POINT (-46.37847494477223 -23.92726582155666)
11200,-18.43289628656969,-43.57730621812254,sp,caruara,POINT (-43.57730621812254 -18.43289628656969)
11250,-23.81839039683,-46.08062370343077,sp,bertioga,POINT (-46.08062370343077 -23.81839039682999)
11310,-23.96749612845216,-46.386454598108685,sp,sao vicente,POINT (-46.38645459810868 -23.96749612845216)
11320,-23.97008658151104,-46.37258888672385,sp,sao vicente,POINT (-46.37258888672385 -23.97008658151104)
11325,-23.98647854243764,-46.39165628538248,sp,sao vicente,POINT (-46.39165628538248 -23.98647854243764)
11330,-23.96797904515915,-46.40246140535066,sp,sao vicente,POINT (-46.40246140535066 -23.96797904515915)
11335,-23.9653649573438,-46.41205736566614,sp,sao vicente,POINT (-46.41205736566614 -23.9653649573438)
11340,-23.957720257420604,-46.4071754952537,sp,sao vicente,POINT (-46.4071754952537 -23.9577202574206)
11345,-23.988076947317097,-46.47919474051288,sp,sao vicente,POINT (-46.47919474051287 -23.9880769473171)
11346,-23.98334038739345,-46.48798773268121,sp,sao vicente,POINT (-46.48798773268121 -23.98334038739345)
11347,-23.98160481813638,-46.46564557939346,sp,sao vicente,POINT (-46.46564557939346 -23.98160481813638)
11348,-23.95538674459311,-46.4557497874007,sp,sao vicente,POINT (-46.4557497874007 -23.95538674459311)
11349,-23.950464875942387,-46.457695758907946,sp,sao vicente,POINT (-46.45769575890795 -23.95046487594239)
11350,-23.944632253958385,-46.41501832165658,sp,sao vicente,POINT (-46.41501832165658 -23.94463225395839)
11355,-23.9517700456528,-46.408140100784905,sp,sao vicente,POINT (-46.40814010078491 -23.9517700456528)
11360,-23.94714404114551,-46.397611808725934,sp,sao vicente,POINT (-46.39761180872593 -23.94714404114551)
11365,-23.954491630175163,-46.39512272689159,sp,sao vicente,POINT (-46.39512272689159 -23.95449163017516)
11370,-23.95598042041201,-46.38161452410678,sp,sao vicente,POINT (-46.38161452410678 -23.95598042041201)
11374,-23.99016674581044,-46.47193698078344,sp,sao vicente,POINT (-46.47193698078344 -23.99016674581044)
11380,-23.95989486879724,-46.37279450084676,sp,sao vicente,POINT (-46.37279450084676 -23.95989486879724)
11390,-23.961942699024217,-46.38211637150605,sp,sao vicente,POINT (-46.38211637150604 -23.96194269902422)
11410,-23.995219204417705,-46.259723485348914,sp,guaruja,POINT (-46.25972348534891 -23.9952192044177)
11420,-24.00810177817332,-46.27200201394743,sp,guaruja,POINT (-46.27200201394743 -24.00810177817332)
11421,-24.01355135269556,-46.28257370581273,sp,guaruja,POINT (-46.28257370581273 -24.01355135269555)
11425,-23.997567056305247,-46.30320482972255,sp,guaruja,POINT (-46.30320482972255 -23.99756705630525)
11430,-23.99394356452368,-46.28488818653082,sp,guaruja,POINT (-46.28488818653082 -23.99394356452368)
11431,-23.995826199432805,-46.27873912129403,sp,guaruja,POINT (-46.27873912129403 -23.99582619943281)
11432,-23.98761401331361,-46.2703660822602,sp,guaruja,POINT (-46.2703660822602 -23.98761401331361)
11435,-23.976855419437417,-46.259849680321125,sp,guaruja,POINT (-46.25984968032112 -23.97685541943742)
11436,-23.97120839566148,-46.25152420256195,sp,guaruja,POINT (-46.25152420256195 -23.97120839566148)
11438,-23.964105436513734,-46.24706218089051,sp,guaruja,POINT (-46.24706218089051 -23.96410543651373)
11440,-23.98378690678925,-46.24074680750369,sp,guaruja,POINT (-46.24074680750369 -23.98378690678925)
11441,-23.97915587674242,-46.228265226057,sp,guaruja,POINT (-46.228265226057 -23.97915587674242)
11442,-23.9761179149753,-46.2200384397062,sp,guaruja,POINT (-46.2200384397062 -23.9761179149753)
11443,-23.97909061255992,-46.205438402194986,sp,guaruja,POINT (-46.20543840219499 -23.97909061255992)
11444,-23.969918602246143,-46.189098374700016,sp,guaruja,POINT (-46.18909837470002 -23.96991860224615)
11445,-23.957462411803142,-46.195737175683135,sp,guaruja,POINT (-46.19573717568313 -23.95746241180314)
11446,-23.94337709211932,-46.19790613152642,sp,guaruja,POINT (-46.19790613152642 -23.94337709211932)
11449,-23.971979653258675,-46.21200279577183,sp,guaruja,POINT (-46.21200279577183 -23.97197965325867)
11450,-23.94195407899811,-46.30256477959018,sp,guaruja,POINT (-46.30256477959018 -23.94195407899811)
11451,-23.945473847773897,-46.28944883420094,sp,guaruja,POINT (-46.28944883420094 -23.9454738477739)
11453,-23.936702982679112,-46.28689951416298,sp,guaruja,POINT (-46.28689951416298 -23.93670298267911)
11454,-23.94635085661444,-46.28130667330189,sp,guaruja,POINT (-46.28130667330188 -23.94635085661444)
11460,-23.95723957086806,-46.28496710191545,sp,guaruja,POINT (-46.28496710191545 -23.95723957086806)
11461,-23.95528317943591,-46.27386492315133,sp,guaruja,POINT (-46.27386492315133 -23.95528317943591)
11462,-23.95454349753292,-46.28461276480533,sp,guaruja,POINT (-46.28461276480532 -23.95454349753292)
11463,-23.953061896804822,-46.28822351127968,sp,guaruja,POINT (-46.28822351127967 -23.95306189680483)
11470,-23.9603639962603,-46.27825012976766,sp,guaruja,POINT (-46.27825012976766 -23.9603639962603)
11471,-23.964550695667054,-46.27876856476224,sp,guaruja,POINT (-46.27876856476224 -23.96455069566705)
11472,-23.97302560385396,-46.275265502365066,sp,guaruja,POINT (-46.27526550236507 -23.97302560385396)
11473,-23.95311968425569,-46.291039381080736,sp,guaruja,POINT (-46.29103938108074 -23.95311968425569)
11495,-23.96363889580412,-46.25211614556842,sp,guaruja,POINT (-46.25211614556842 -23.96363889580412)
11497,-23.96351925,-46.24482487499999,sp,guaruja,POINT (-46.24482487499999 -23.96351925)
11500,-23.88021442880335,-46.41727266494471,sp,cubatao,POINT (-46.41727266494471 -23.88021442880335)
11505,-23.875381392608364,-46.42139222358542,sp,cubatao,POINT (-46.42139222358542 -23.87538139260836)
11510,-23.886268435253385,-46.424086992835605,sp,cubatao,POINT (-46.4240869928356 -23.88626843525338)
11515,-23.889904428156523,-46.42906587668357,sp,cubatao,POINT (-46.42906587668357 -23.88990442815652)
11520,-23.89517936542375,-46.42385612048428,sp,cubatao,POINT (-46.42385612048428 -23.89517936542375)
11523,-23.903016322350112,-46.424809776427686,sp,cubatao,POINT (-46.42480977642769 -23.90301632235011)
11525,-23.894811578963388,-46.42776500504658,sp,cubatao,POINT (-46.42776500504658 -23.89481157896339)
11530,-23.93096161562972,-46.40020258366111,sp,cubatao,POINT (-46.40020258366111 -23.93096161562972)
11531,-23.92080535442657,-46.40774656265185,sp,cubatao,POINT (-46.40774656265185 -23.92080535442657)
11533,-23.927947743741854,-46.40974227350017,sp,cubatao,POINT (-46.40974227350017 -23.92794774374185)
11534,-23.92009454244057,-46.42652765076223,sp,cubatao,POINT (-46.42652765076223 -23.92009454244057)
11535,-23.933647491746992,-46.43022081878949,sp,cubatao,POINT (-46.43022081878949 -23.93364749174699)
11538,-23.89913257562389,-46.43352506701299,sp,cubatao,POINT (-46.43352506701299 -23.89913257562389)
11540,-23.87442495936004,-46.4467034808632,sp,cubatao,POINT (-46.4467034808632 -23.87442495936004)
11542,-23.91247945234129,-46.46409182091168,sp,cubatao,POINT (-46.46409182091168 -23.91247945234129)
11543,-23.886093552425496,-46.44993710026694,sp,cubatao,POINT (-46.44993710026694 -23.8860935524255)
11548,-23.89338550811896,-46.41758827835936,sp,cubatao,POINT (-46.41758827835935 -23.89338550811896)
11550,-23.87824490292869,-46.42656376030944,sp,cubatao,POINT (-46.42656376030944 -23.87824490292869)
11555,-23.880914180362485,-46.45025018036249,sp,cubatao,POINT (-46.45025018036249 -23.88091418036248)
11570,-23.835696870968384,-46.37845171477952,sp,cubatao,POINT (-46.37845171477952 -23.83569687096838)
11573,-23.883457499999995,-46.4281605,sp,cubatao,POINT (-46.4281605 -23.8834575)
11600,-23.771731754447984,-45.52529592946437,sp,sao sebastiao,POINT (-45.52529592946437 -23.77173175444798)
11601,-23.71722561732049,-45.43224617919913,sp,sao sebastiao,POINT (-45.43224617919913 -23.7172256173205)
11602,-23.726916961567067,-45.42373020573834,sp,sao sebastiao,POINT (-45.42373020573834 -23.72691696156707)
11603,-23.732093991120365,-45.403250467907846,sp,sao sebastiao,POINT (-45.40325046790785 -23.73209399112037)
11604,-23.766663234153345,-45.4130612105246,sp,sao sebastiao,POINT (-45.4130612105246 -23.76666323415335)
